answer_llm,answer_org,document,question,city,id
"Based on the **CONTEXT**, here’s what travellers should refer to when eating out in London:

1. **Avoid tourist traps** – Steer clear of overpriced venues near major attractions like the **British Museum, Leicester Square, Piccadilly Circus**, and **West End steak houses** (e.g., Angus Steak House, Aberdeen Steak House). Even fast-food chains in these areas charge premium prices.

2. **Seek local dining spots** – Areas where **Londoners** (not tourists) eat tend to offer better value, atmosphere, and quality. These are often less crowded and more pleasant, especially in the **evenings**.

3. **Pub food caution** – Avoid pubs in touristy areas with **printed/designed menus** or **multilingual menus**. If no locals are eating there, it’s likely a poor choice. Instead, look for hidden **""gastro-pubs""** with authentic local patronage.

4. **Budget options** –
   - **£8** can buy takeaway fish and chips, fast food, or an **all-you-can-eat buffet** (common in Chinese restaurants around the West End).
   - **Takeaways** are a cheap alternative (thousands exist citywide), but check if your hotel allows deliveries. Some offer limited seating.

5. **Multicultural cuisine** – London offers **global cuisines** due to its diversity. For safety, opt for restaurants on **main streets** rather than quiet backstreets.

6. **Research is key** – With thousands of options (from fast food to Michelin-starred restaurants), sorting good from bad requires effort. London caters to **all budgets and tastes**, but inflated prices near attractions are common.

---
*Note: Irrelevant context (e.g., Rome, Seoul) was excluded from the answer.*","Following is a rough guide to what you might get, should you fancy eating out:",4bad8946,What should travellers refer to if they are interested in eating out in London?,London,4bad8946
"Based on the **CONTEXT**, here are the sources for finding information on **walking tours in London**:

1. **London on Foot** – Offers a selection of walks across London.
2. **Transport for London (TfL) Itineraries** – Provides tourist-friendly walking routes featuring famous landmarks and iconic transport sites. You can check their official resources for pre-planned itineraries.","For a selection of walks across London, look at London on foot .",9ed6636d,Where can I find information on walking tours in London?,London,9ed6636d
"The name of the resource that offers a selection of walks across London is **""London on foot.""**","For a selection of walks across London, look at London on foot .",9ed6636d,What is the name of the resource that offers a selection of walks across London?,London,9ed6636d
"For exploring London on foot, you should refer to **""London on foot""** for a selection of walks across the city.","For a selection of walks across London, look at London on foot .",9ed6636d,Which resource should I refer to for exploring London on foot?,London,9ed6636d
"Based on the provided **CONTEXT**, the phrase **""London on foot""** refers to:

**A selection of walking routes or itineraries across London**, as suggested by the first relevant entry:
*""For a selection of walks across London, look at **London on foot**.""*

No other context entries provide additional clarification on this phrase.","For a selection of walks across London, look at London on foot .",9ed6636d,What does the phrase 'London on foot' refer to in the context of London itineraries?,London,9ed6636d
"Based on the provided **CONTEXT**, the **""Itineraries"" subsection** for seeing London suggests activities focused on:

- **Famous landmarks**
- **Iconic transport icons** (e.g., experiences on London’s public transport networks)","For a selection of walks across London, look at London on foot .",9ed6636d,What type of activities are suggested for seeing London in the 'Itineraries' subsection?,London,9ed6636d
"Based on the **CONTEXT**, the local chains known for gourmet hamburgers in London are:

- **Burger & Lobster**
- **GBK (Gourmet Burger Kitchen)**
- **Byron**
- **Haché**","For hamburgers, local chain Burger & Lobster is an excellent choice for gourmet burgers.",d886c34d,Which local chain is known for gourmet hamburgers in London?,London,d886c34d
"Based on the provided **CONTEXT**, **Burger & Lobster** is renowned for **gourmet burgers**.","For hamburgers, local chain Burger & Lobster is an excellent choice for gourmet burgers.",d886c34d,What type of food is Burger & Lobster renowned for?,London,d886c34d
"Based on the **CONTEXT**, the only relevant fact is:

**""For hamburgers, local chain Burger & Lobster is an excellent choice for gourmet burgers.""**

Thus, the answer is:
**Yes, Burger & Lobster is a good place to try hamburgers in London, especially for gourmet options.**","For hamburgers, local chain Burger & Lobster is an excellent choice for gourmet burgers.",d886c34d,Is Burger & Lobster a good place to try hamburgers in London?,London,d886c34d
"Based on the provided **CONTEXT**, the only relevant fact about **Burger & Lobster** is:

*""For hamburgers, local chain **Burger & Lobster** is an excellent choice for **gourmet burgers**.""*

No additional details about their specific ingredients, preparation, or unique features are mentioned in the given data.","For hamburgers, local chain Burger & Lobster is an excellent choice for gourmet burgers.",d886c34d,What is special about the hamburgers at Burger & Lobster?,London,d886c34d
"Based on the provided **CONTEXT**, the only relevant answer for **Burger & Lobster in London** is:

**""For hamburgers, local chain Burger & Lobster is an excellent choice for gourmet burgers.""**

*(No other specific dish recommendations for this restaurant were found in the given data.)*","For hamburgers, local chain Burger & Lobster is an excellent choice for gourmet burgers.",d886c34d,Which dish should I try if I visit Burger & Lobster in London?,London,d886c34d
"Based on the **CONTEXT**, the key ingredients in **pie and mash** are:

- **Minced beef** (for the pie)
- **Cold water pastry** (for the pie crust)
- **Mashed potato**
- **Mushy peas**
- **""Liquor"" gravy** (a traditional parsley-based gravy)","For more authentic Cockney food, try pie and mash , which originates from the working-class in the East End. Usually minced beef and cold water pastry pie served with mashed potato, mushy peas and ""liquor"" gravy, it tastes a lot better than it sounds. Some of the best pie houses are M. Manze in Peckham or F. Cooke in Hackney Broadway Market. Water Souchet and London Particular (green-pea and ham) are classic Cockney soups, though hard to find on menus. For those game, jellied eels , pickled-cockles and whelks are all traditional London seafood. It's people's experiences in these kind of places that gives Britain a bad name for food!",a8eec538,What are the key ingredients in pie and mash?,London,a8eec538
"Based on the **CONTEXT**, the pie houses in London renowned for their **pie and mash** are:

- **M. Manze** in **Peckham**
- **F. Cooke** in **Hackney Broadway Market**","For more authentic Cockney food, try pie and mash , which originates from the working-class in the East End. Usually minced beef and cold water pastry pie served with mashed potato, mushy peas and ""liquor"" gravy, it tastes a lot better than it sounds. Some of the best pie houses are M. Manze in Peckham or F. Cooke in Hackney Broadway Market. Water Souchet and London Particular (green-pea and ham) are classic Cockney soups, though hard to find on menus. For those game, jellied eels , pickled-cockles and whelks are all traditional London seafood. It's people's experiences in these kind of places that gives Britain a bad name for food!",a8eec538,Which pie houses in London are renowned for their pie and mash?,London,a8eec538
"Based on the provided **CONTEXT**, the traditional Cockney soups mentioned are:

- **Water Souchet**
- **London Particular** (green-pea and ham soup)","For more authentic Cockney food, try pie and mash , which originates from the working-class in the East End. Usually minced beef and cold water pastry pie served with mashed potato, mushy peas and ""liquor"" gravy, it tastes a lot better than it sounds. Some of the best pie houses are M. Manze in Peckham or F. Cooke in Hackney Broadway Market. Water Souchet and London Particular (green-pea and ham) are classic Cockney soups, though hard to find on menus. For those game, jellied eels , pickled-cockles and whelks are all traditional London seafood. It's people's experiences in these kind of places that gives Britain a bad name for food!",a8eec538,What are some traditional Cockney soups?,London,a8eec538
"Based on the **CONTEXT**, the traditional seafood found in London includes:

- **Jellied eels**
- **Pickled cockles**
- **Whelks**","For more authentic Cockney food, try pie and mash , which originates from the working-class in the East End. Usually minced beef and cold water pastry pie served with mashed potato, mushy peas and ""liquor"" gravy, it tastes a lot better than it sounds. Some of the best pie houses are M. Manze in Peckham or F. Cooke in Hackney Broadway Market. Water Souchet and London Particular (green-pea and ham) are classic Cockney soups, though hard to find on menus. For those game, jellied eels , pickled-cockles and whelks are all traditional London seafood. It's people's experiences in these kind of places that gives Britain a bad name for food!",a8eec538,What kind of traditional seafood can be found in London?,London,a8eec538
